Title,Product Link,Short Description,Off {Sale},Long Description,Category,Reviews,Size1,Price1 & Fixed Price,Size2,Price2,Size3,Price3,Size4,Price4
1300MG THC INFUSED OLIVE OIL (CANNABIS COUSINS),https://herbapproach.com/product/1300mg-thc-infused-olive-oil-cannabis-cousins/,,Not Avaliable on this product,"1300mg THC Infused Olive Oil (Cannabis Cousins)
  Each order contains 1 bottle",VENDORS/CANNABIS COUSINS/1300MG THC INFUSED OLIVE OIL (CANNABIS COUSINS),REVIEWS (0),,$32.00,,,,,,
PUMPKIN SPICE BAR 200MG THC (2X 100MG) (SWEET JANE),https://herbapproach.com/product/pumpkin-spice-bar-200mg-sweet-jane/,Total servings: 200mg THC per Pack,Not Avaliable on this product,"A sweet, yet spicy mouthful of cinnamon and delicious pumpkin spice wrapped in creamy white chocolate. Sweet Jane’s Pumpkin Spice bar is the perfect edible for fall!
To keep your edibles fresher for longer, we recommend keeping them in a cool dry place, a fridge is usually the best option – especially once the packet has been opened.
When it comes to dosing THC edibles, there is no “one-size-fits-all.” Your body type, your experience with cannabis, and whether or not you’ve eaten that day will all affect how long and how hard THC edibles will hit you. Figuring out a good edibles dosage comes with experimentation and time. If you’re just starting out, it’s best to go low and slow.
Insomnia | Pain | Stress | Anxiety | Lack of Appetite | Inflammation | Nausea
Ingredients:
THC, Granola* (gluten free whole grain rolled oats*, cane sugar*, sunflower oil*), tapioca syrup*, brown rice flour*, pumpkin seeds*, invert cane syrup*, flax seeds*, acacia gum*, sunflower oil*, cane sugar*, sea salt, spices*, molasses*. *Organic. Produced in a facility that uses milk, tree nuts, peanuts and soy. Enjoy safely.
   ",VENDORS/SWEET JANE EDIBLES/PUMPKIN SPICE BAR 200MG THC (2X 100MG) (SWEET JANE),REVIEWS (12),,$15.00,,,,,,
500MG BLASTED GUM DROPS (SWEET JANE),https://herbapproach.com/product/500mg-blasted-gum-drops-sweet-jane/,"500mg Blasted Gum Drops by Sweet Jane are for the high dose lovers! The bag contains 5 flavours of gummies, all containing 100mg of THC each. The flavours included in the bags are Watermelon, Raspberry, Peach, Mango, Blue Raspberry Lemon.",Not Avaliable on this product,"500mg Blasted Gum Drops (Sweet Jane)
500mg Blasted Gum Drops by Sweet Jane are for the high dose lovers! The bag contains 5 flavours of gummies, all containing 100mg of THC each.
The flavours included in the bags are Watermelon, Raspberry, Peach, Mango, Blue Raspberry Lemon.
Each bag contains 500mg of THC",EDIBLES/GUMMIES/500MG BLASTED GUM DROPS (SWEET JANE),REVIEWS (0),,$24.99,,,,,,
50MG CBD COFFEE (FAMILY BROTHERS),https://herbapproach.com/product/50mg-cbd-coffee-family-brothers/,,Not Avaliable on this product,50mg CBD Coffee (Family Brothers),CBD/CBD EDIBLES/50MG CBD COFFEE (FAMILY BROTHERS),REVIEWS (0),,$6.99,,,,,,
MARSHMALLOW RICE SQUARE (SUGAR JACK’S),https://herbapproach.com/product/marshmallow-rice-square-sugar-jacks/,Sugar jacks Marshmallow Rice Square puts the ‘baked’ in baked edibles. These marshmallow squares are an explosion of gooey goodness.,Not Avaliable on this product,"Sugar jacks Marshmallow Rice Square puts the ‘baked’ in baked edibles. These marshmallow squares are an explosion of gooey goodness. Each square is infused with our premium, nano-emulsified THC distillate to ensure an even and accurate dosage each and every time.
Each 400mg package includes 1 Marshmallow Rice Square
THC edibles offer a convenient, discreet, and healthy way to medicate with cannabis. They cause no lung irritation, and they offer a measurable and accurate dose of THC.
Unlike smoking or vaping flower or cannabis concentrates, weed edibles work in a vastly different way. Instead of being absorbed by our blood, THC edibles travel through the gastrointestinal tract and is broken down before the cannabinoids are transported to our liver.
Once they’re in the liver, the THC within THC edibles is transformed into 11-OH-THC, also known as 11-hydroxy-metabolite. This transformation is why edibles are a lot stronger than the smoking of regular marijuana flower. 11-OH-THC is more potent than regular THC and is metabolized by our bodies a lot slower, producing a more potent and longer-lasting effect.
To keep your edibles fresher for longer, we recommend keeping them in a cool dry place, a fridge is usually the best option – especially once the packet has been opened.
When it comes to dosing THC edibles, there is no “one-size-fits-all.” Your body type, your experience with cannabis, and whether or not you’ve eaten that day will all affect how long and how hard THC edibles will hit you. Figuring out a good edibles dosage comes with experimentation and time. If you’re just starting out, it’s best to go low and slow.
Figuring out how long do edibles last also comes with experience. For most people, the effects of THC edibles will last for anywhere from 1 hour to 3 hours, with beginners experiencing upwards of 4 hours, depending on the potency and amount. Be sure to experiment with different types of edibles and dosages to find one that works best for you!",VENDORS/SUGAR JACK'S/MARSHMALLOW RICE SQUARE (SUGAR JACK’S),REVIEWS (2),,$25.00,,,,,,
200MG DARK CHOCOLATE COVERED COFFEE BEANS (SLO MO),https://herbapproach.com/product/200mg-dark-chocolate-covered-coffee-beans-slo-mo/,"200mg Dark Chocolate Covered Coffee Beans by Slo Mo is a deliciously rich snack and the ultimate pick-me-up. Perfect for relief on the go, these tasty little treats are the ideal edible for a day packed with adventure and activity.",Not Avaliable on this product,"200mg Dark Chocolate Covered Coffee Beans by Slo Mo is a deliciously rich snack and the ultimate pick-me-up. Perfect for relief on the go, these tasty little treats are the ideal edible for a day packed with adventure and activity. The Dark Chocolate Covered Coffee Beans will offer a wonderful weekend of fun, a fantastic day of your favourite leisures, or a wonderful afternoon of wakeful excitement. An effective source of relief from chronic pain, neuropathic pain, general inflammatory issues, and insomnia, these Dark Chocolate Covered Coffee Beans are both relaxing and stimulating, offering you the finest artisanal edible experience out there.
Each coffee bean contains approximately 0.9mg of THC
Ingredients: Dark Chocolate, Organic Coffee Beans, THC Distillate, Confectioners Glaze",VENDORS/SLO MO/200MG DARK CHOCOLATE COVERED COFFEE BEANS (SLO MO),REVIEWS (1),,$44.00,,,,,,
HYBRID VIBE 480MG THC MILK BELGIUM CHOCOLATE (ELEVTD),https://herbapproach.com/product/hybrid-vibe-480mg-thc-milk-belgium-chocolate-elevtd/,"Hybrid Vibe 480mg THC Ruby Chocolate by Elevtd is made from 100 grams of specially selected ruby cocoa beans from Callebaut, Belgian Chocolatier. Each chocolate bar is infused with full spectrum indica THC distillate, which is lab tested and properly dosed.",Not Avaliable on this product,"Hybrid Vibe 480mg THC Ruby Chocolate by Elevtd is made from 100 grams of specially selected ruby cocoa beans from Callebaut, Belgian Chocolatier. Each chocolate bar is infused with full spectrum indica THC distillate, which is lab tested and properly dosed. We suggest users to enjoy these chocolates after work or before bed. This indica chill ruby chocolate bar is best for those looking to unwind or recover. Keep your chocolate in a dry place at cool room temperature, away from heat or direct sunlight.
Ingredients: Sugar, Cocoa Butter, Nonfat Dry Milk Powder, Unsweetened Chocolate, Soy Lecithin, Citric Acid, Natural Vanilla Flavour, Cannabis Extract, Natural Flavours
Each 480mg Container Has 16 Pieces Infused With 30mg of THC Each",VENDORS/ELEVTD/HYBRID VIBE 480MG THC MILK BELGIUM CHOCOLATE (ELEVTD),REVIEWS (0),,$37.00,,,,,,
INDICA CHILL 320MG THC RUBY CHOCOLATE (ELEVTD),https://herbapproach.com/product/indica-chill-320mg-thc-ruby-chocolate-elevtd/,"Indica Chill 320mg THC Ruby Chocolate by Elevtd is made from 100 grams of specially selected ruby cocoa beans from Callebaut, Belgian Chocolatier. Each chocolate bar is infused with full spectrum indica THC distillate, which is lab tested and properly dosed.",Not Avaliable on this product,"Indica Chill 320mg THC Ruby Chocolate by Elevtd is made from 100 grams of specially selected ruby cocoa beans from Callebaut, Belgian Chocolatier. Each chocolate bar is infused with full spectrum indica THC distillate, which is lab tested and properly dosed. We suggest users to enjoy these chocolates after work or before bed. This indica chill ruby chocolate bar is best for those looking to unwind or recover. Keep your chocolate in a dry place at cool room temperature, away from heat or direct sunlight.
Ingredients: Sugar, Cocoa Butter, Nonfat Dry Milk Powder, Unsweetened Chocolate, Soy Lecithin, Citric Acid, Natural Vanilla Flavour, Cannabis Extract, Natural Flavours
Each 320mg Container Has 16 Pieces Infused With 20mg of THC Each",VENDORS/ELEVTD/INDICA CHILL 320MG THC RUBY CHOCOLATE (ELEVTD),REVIEWS (7),,$29.00,,,,,,
450MG THC GUMDROPS (ELEVTD),https://herbapproach.com/product/450mg-thc-gumdrops-elevtd/,"450mg THC Gumdrops by Elevtd come in assorted flavours of Blue Raspberry, Banana and Grape.",Not Avaliable on this product,"450mg THC Gumdrops by Elevtd come in assorted flavours of Blue Raspberry, Banana and Grape. Each box contains 9 gumdrops and are handcrafted in small batches, from the finest ingredients.
Each gumdrop contains 50mg of hybrid THC distillate",VENDORS/ELEVTD/450MG THC GUMDROPS (ELEVTD),REVIEWS (3),,$28.00,,,,,,
200MG THC ALMOND PECAN CRANBERRY SQUARE (SUGAR JACK’S),https://herbapproach.com/product/200mg-thc-almond-pecan-cranberry-square-sugar-jacks/,Sugar Jacks THC Almond Pecan Cranberry Square are deliciously packed with nuts and fruits to give you the perfect balance of energy and THC.,Not Avaliable on this product,"Sugar Jacks THC Almond Pecan Cranberry Square are deliciously packed with nuts and fruits to give you the perfect balance of energy and THC.
Every package includes one 200mg Square
Ingredients: Sugar, Pecans, Almond Paste, Egg Whites, Potassium Sorbate, THC Distillate
  THC edibles offer a convenient, discreet, and healthy way to medicate with cannabis. They cause no lung irritation, and they offer a measurable and accurate dose of THC.
Unlike smoking or vaping flower or cannabis concentrates, weed edibles work in a vastly different way. Instead of being absorbed by our blood, THC edibles travel through the gastrointestinal tract and is broken down before the cannabinoids are transported to our liver.
Once they’re in the liver, the THC within THC edibles is transformed into 11-OH-THC, also known as 11-hydroxy-metabolite. This transformation is why edibles are a lot stronger than the smoking of regular marijuana flower. 11-OH-THC is more potent than regular THC and is metabolized by our bodies a lot slower, producing a more potent and longer-lasting effect.
When it comes to dosing THC edibles, there is no “one-size-fits-all.” Your body type, your experience with cannabis, and whether or not you’ve eaten that day will all affect how long and how hard THC edibles will hit you. Figuring out a good edibles dosage comes with experimentation and time. If you’re just starting out, it’s best to go low and slow.
Figuring out how long do edibles last also comes with experience. For most people, the effects of THC edibles will last for anywhere from 1 hour to 3 hours, with beginners experiencing upwards of 4 hours, depending on the potency and amount. Be sure to experiment with different types of edibles and dosages to find one that works best for you!",VENDORS/SUGAR JACK'S/200MG THC ALMOND PECAN CRANBERRY SQUARE (SUGAR JACK’S),REVIEWS (5),,$20.00,,,,,,
1200MG THC INDICA BOMBS (EUPHORIA EXTRACTIONS),https://herbapproach.com/product/1200mg-thc-indica-bombs-euphoria-extractions/,1200mg THC Indica Bombs by Euphoria Extractions are a blast of flavour with high potency. Each bomb contains 100mg of THC so we advise you to be fully prepared before indulging.,Not Avaliable on this product,"1200mg THC Indica Bombs (Euphoria Extractions)
1200mg THC Indica Bombs by Euphoria Extractions are a blast of flavour with high potency. Each bomb contains 100mg of THC so we advise you to be fully prepared before indulging. Each box contains 12 bombs, with 4 different flavours. Each flavour comes with 3 bombs each.
Each box contains 4 flavours:
Dulce De Leche
Hazelnut Ganache
Cookies & Cream
Strawberry Wafer",VENDORS/EUPHORIA EXTRACTIONS/1200MG THC INDICA BOMBS (EUPHORIA EXTRACTIONS),REVIEWS (0),,$79.99,,,,,,
